"date","member_id","session_id","search_id","search_lat","search_lng","search_time_utc"
"2018-02-17","2041895030","671F54A8-402C-4241-B455-C7D414F28163","75407705-BAA5-4DCE-B411-01BF0AF0E4BA","51.4762497166965","-0.1450849122059427","2018-02-17 14:51:20"
"2018-02-17","2089059069","DF179822-2E04-4AEC-9C67-14C3C81ABC9C","ADA4FB9A-E5FB-4773-9787-782B9D3E8B34","51.49427681585575","-0.3097427221714027","2018-02-17 14:51:17"
"2018-02-17","2198955453","c0eea8d0-7b4a-45df-ae9e-0b70ecd202aa","98a47ce2-aa64-4ede-8ca6-4e5e823a7803","51.475","-0.1560025","2018-02-17 14:51:12"
"2018-02-17","2455863086","A4E535EB-A038-46FD-A254-CBC5D3426708","B0406324-B92F-4CFB-991F-1A0CE0D7A8D8","51.47390872978763","-0.02481646453086895","2018-02-17 14:51:01"
"2018-02-17","2089059069","DF179822-2E04-4AEC-9C67-14C3C81ABC9C","F0243FDF-B7F0-4A4F-9C37-86DF6830C4EE","51.49427681585575","-0.3097427221714027","2018-02-17 14:51:01"
"2018-02-17","2041895030","671F54A8-402C-4241-B455-C7D414F28163","9C8FB937-8441-4611-B0CF-508844E0398D","51.4762497166965","-0.1450849122059427","2018-02-17 14:51:00"
"2018-02-17","2161928315","9FBC8DB3-B849-4800-8792-724582381AA6","B77C280C-D043-43CF-8663-94D97458A9BE","51.4219944263017","-0.02375567691711382","2018-02-17 14:50:56"
"2018-02-17","2487628895","2077B6C4-E3D4-46AA-8566-15921AC560BF","DF7FAE10-E17F-4B80-B3A0-70E73DCECE0D","51.4990036","-0.0878856","2018-02-17 14:50:56"
"2018-02-17","2161928315","047C59F0-3B8D-4477-8547-767D10E52512","02F41902-43CA-4D2A-B9E9-4A1433A437EF","51.42184412610219","-0.02385414249372254","2018-02-17 14:50:43"
"2018-02-17","1216721786","5E5A342E-D137-4D23-8006-DEDB1136C806","0708B606-81FD-41FF-A893-EC5E306FB719","51.4407743","-0.1596747","2018-02-17 14:50:42"
"2018-02-17","2484124960","E3016DF5-3288-42E6-A808-B992FEFAAEBE","05B61CB5-691F-49B5-8B50-4A7B302E1F80","51.45468147010678","-0.3186038509014236","2018-02-17 14:50:40"
"2018-02-17","1308755762","6413C14A-DC13-4E33-BC88-3CEB61BD5CF5","10A26ACB-BAB3-4CE6-B6F9-FD4CA9B08D1B","51.49973498059174","-0.1141983269397256","2018-02-17 14:50:33"
"2018-02-17","2486252975","B99FBB7F-4CE9-4C79-B917-9CDE1FB00F02","36D2EF6F-21FA-4FD0-B4B7-FA961A6360AE","51.41390668809115","-0.3058189177425479","2018-02-17 14:50:21"
"2018-02-17","1216721786","5E5A342E-D137-4D23-8006-DEDB1136C806","078043B8-D3AB-4080-81A2-8BAAD4EFA258","51.43621689179115","-0.1521138567478881","2018-02-17 14:50:16"
"2018-02-17","2347412098","1E0C7CF3-F9FC-4649-BC95-D2C482841378","3CD01D13-F572-401A-AE42-4DCE91B5A0F7","51.3999571","-0.0675217","2018-02-17 14:50:16"
"2018-02-17","1884583993","25bb3fb5-1b1d-4512-b933-921df3bbe17b","0d9e0721-0e16-485a-a4ec-b7afd61e392a","51.46324","-0.1353483","2018-02-17 14:50:15"
"2018-02-17","2207871522","197D3403-D718-47F3-BC57-02CF2A99865F","C0032947-A18C-449E-A768-62E1984D99ED","51.48457498294439","-0.09386055171498457","2018-02-17 14:50:02"
"2018-02-17","2347412098","1E0C7CF3-F9FC-4649-BC95-D2C482841378","C4FA7F11-6510-49C8-BA7A-554BF3BD85F0","51.3999571","-0.0675217","2018-02-17 14:50:01"
"2018-02-17","2486252975","B99FBB7F-4CE9-4C79-B917-9CDE1FB00F02","276BA779-D609-4E06-B32C-D229CD93A466","51.41390668809115","-0.3058189177425479","2018-02-17 14:49:53"
"2018-02-17","2486252975","B99FBB7F-4CE9-4C79-B917-9CDE1FB00F02","E4B4434C-0367-4FE7-AE4B-F8E3A88E1A7D","51.41390668809115","-0.3058189177425479","2018-02-17 14:49:42"
"2018-02-17","1884583993","25bb3fb5-1b1d-4512-b933-921df3bbe17b","9c2af853-c29d-470e-800e-ec19acf3b6f0","51.46324","-0.1353483","2018-02-17 14:49:39"
"2018-02-17","2314882266","8147714C-723E-40E7-A9D2-4DDAF06893B3","B54E1CAC-7948-4991-9AAC-4965D8DB2310","51.43131975321059","-0.1613846960154596","2018-02-17 14:49:35"
"2018-02-17","1884583993","25bb3fb5-1b1d-4512-b933-921df3bbe17b","d1c59a16-e13f-451b-89ff-6b0dfa1645d2","51.406532","-0.2819625","2018-02-17 14:49:28"
"2018-02-17","2207871522","197D3403-D718-47F3-BC57-02CF2A99865F","3904B64A-E3E7-4523-BC63-82C29FC07A0E","51.4865807","-0.081578","2018-02-17 14:49:24"
"2018-02-17","1884583993","25bb3fb5-1b1d-4512-b933-921df3bbe17b","b9582122-5df2-471a-bdc7-89b941af7c93","51.406532","-0.2819625","2018-02-17 14:49:19"
"2018-02-17","2398198314","20B69CB5-0A38-4BA5-96E6-0C0E839B74A4","4A5C0108-BA17-47F4-8314-AAFCCDD8F73B","51.4764618269618","-0.117690372684664","2018-02-17 14:49:12"
"2018-02-17","2487600476","A3094AC4-623F-49E1-8E8E-B311381DB8DA","5855FEB0-61DC-4384-963F-403CB9302BF4","51.4156674586485","-0.07288171807169082","2018-02-17 14:49:12"
"2018-02-20","2342075258","09933c4d-bbf6-4a53-ad7e-f6b4d7044c01","7dde5c37-e4e3-45ac-8c64-8050150f661a","51.41085","-0.0552017","2018-02-20 23:59:58"
"2018-02-20","2449681048","76a95526-83b9-468a-b1b2-9ee22fb5b20e","fc1bb334-50df-49a7-9f19-114d769edbc3","51.47003","-0.2104088","2018-02-20 23:59:51"
"2018-02-20","1797284764","236b5fb8-5ac4-4323-a9df-f5eb0b1bb6db","af6ff458-2eb5-4e80-98d4-a2fa8d10148a","51.450047","-0.2022036","2018-02-20 23:59:20"
"2018-02-20","2486844698","2AA965A7-A53C-48E0-AF0A-2F61E39CC4D0","576B4BA2-854D-4596-8444-1E901FAF358E","51.38019344211035","-0.3735498806962135","2018-02-20 23:59:17"
"2018-02-20","1989613935","ADA6BD57-E748-4DB3-A365-3551E1ED3C02","BD594924-6438-4C03-941E-C1C098038DAB","51.48497370597781","-0.1052672903132862","2018-02-20 23:58:53"
"2018-02-20","2434698983","CC4BCBB4-3439-41C8-A8CE-EB8020FDA5E3","B6E1D334-4DFB-454D-8A5F-ABD53C0BE487","51.49810560983939","-0.04967859968488273","2018-02-20 23:58:44"
"2018-02-20","1114182483","8d345860-2e41-4dc6-b0f3-41a50c38bd7b","eeff7a94-2c6d-44b9-947b-d181fbef5ae5","51.428696","-0.18878","2018-02-20 23:58:36"
"2018-02-20","1114182483","8d345860-2e41-4dc6-b0f3-41a50c38bd7b","ca1cb649-0e3f-4fe2-ac44-1e2ddbb126cd","51.428696","-0.18878","2018-02-20 23:58:31"
"2018-02-20","1797284764","53adc7df-1747-48ed-bad0-b699345c197d","9d3473f6-17eb-4200-b2ea-e3543fc5d8d4","51.45005","-0.2022138","2018-02-20 23:57:22"
"2018-02-20","2342744806","53FAF9D8-BF26-4E8D-A0E2-6654B25EFA95","8EFC4750-A582-41E8-8FA2-9783B72721A5","51.4985558","-0.1115457","2018-02-20 23:57:19"
"2018-02-20","526441534","E7E89064-EC27-4BA1-9324-877D730119A0","C82B5274-DD89-4810-B829-97357F058E3D","51.45575343957272","-0.2267868000434112","2018-02-20 23:54:05"
"2018-02-20","1283187319",,,"51.48047","-0.19179","2018-02-20 23:53:40"
"2018-02-20","1283187319",,,"51.48047","-0.19179","2018-02-20 23:53:07"
"2018-02-20","2384847966","FD7F1413-085F-45D5-8587-4DA8BBC439B1","E3A496DE-8E9B-49FA-9629-4000EE019CB9","51.49134726159944","0.07004472393634673","2018-02-20 23:52:41"
"2018-02-20","2069420808","a17d09fc-4820-4ce3-be85-df48feebae28","16a2c477-ee11-4552-95a2-5e1b9cf502a8","51.486473","-0.0132016","2018-02-20 23:52:17"
"2018-02-20","2069420808","a17d09fc-4820-4ce3-be85-df48feebae28","a65de30e-13f0-47e8-aea6-c5ab39e7028b","51.486473","-0.0132016","2018-02-20 23:52:05"
